ISSUE_DATE,ISSUE_TIME,FINE_AMOUNT,TICKET_LOCATION_STREET,VIOLATION DESCRIPTION,TIME,DOW
2/5/16,12:53,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Fri
2/5/16,12:55,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,12,Fri
6/21/16,7:51,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,7,Tue
2/24/17,12:34,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Fri
3/16/16,11:06,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Wed
3/15/16,10:16,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Tue
1/7/16,11:17,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,11,Thu
9/3/15,14:32,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Thu
1/7/16,11:18,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Thu
2/5/16,11:25,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,11,Fri
1/28/16,14:29,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,14,Thu
11/9/15,7:59,$35.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,7,Mon
1/4/16,8:23,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Mon
1/4/16,8:28,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Mon
1/4/16,8:26,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Mon
7/21/16,8:25,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Thu
1/13/17,11:19,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,11,Fri
1/17/17,17:16,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,17,Tue
9/4/15,14:59,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
12/4/15,10:20,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Fri
12/8/15,13:56,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",13,Tue
9/4/15,14:59,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,14,Fri
3/15/16,11:23,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,11,Tue
3/16/16,11:08,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Wed
5/17/16,16:01,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Tue
4/21/16,13:20,$35.00,LOT 42 - 12TH W OF KIN,YELLOW ZONE,13,Thu
1/7/16,15:40,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,15,Thu
4/6/16,8:35,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Wed
2/25/16,12:23,$35.00,LOT 42 - 12TH W OF KIN,IMPROPER PARKING,12,Thu
10/29/15,10:45,$35.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,10,Thu
11/20/15,7:59,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
12/17/15,8:49,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Thu
1/7/16,11:20,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Thu
12/8/15,13:53,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Tue
1/28/16,14:32,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",14,Thu
11/9/15,7:55,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",7,Mon
2/8/16,4:13,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,4,Mon
2/8/16,4:15,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,4,Mon
9/4/15,15:00,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,15,Fri
1/12/17,14:17,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Thu
8/24/16,8:15,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,8,Wed
5/17/16,16:02,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Tue
12/2/15,7:50,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Wed
10/29/15,10:43,$35.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,10,Thu
12/1/16,7:56,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
1/3/17,11:40,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Tue
1/11/17,10:30,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,10,Wed
1/11/17,10:31,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,10,Wed
1/11/17,10:34,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",10,Wed
9/28/16,10:41,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",10,Wed
9/28/16,10:43,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,10,Wed
3/9/16,14:39,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
10/29/15,7:57,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
12/11/15,8:54,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Fri
3/6/16,16:05,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,16,Sun
4/6/16,8:37,$35.00,LOT 42 - 12TH W OF KIN,YELLOW ZONE,8,Wed
6/14/16,10:36,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Tue
7/1/16,11:44,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Fri
7/25/16,8:34,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Mon
8/24/16,8:16,$100.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,8,Wed
11/28/16,4:02,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Mon
1/9/17,10:57,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Mon
1/12/17,14:16,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",14,Thu
1/11/17,16:40,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,16,Wed
1/13/17,8:02,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Fri
1/3/17,11:41,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,11,Tue
1/9/17,15:25,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,15,Mon
11/28/16,4:03,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Mon
1/9/17,7:47,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
1/6/17,8:03,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Fri
9/8/16,10:49,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Thu
8/11/16,14:10,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Thu
7/27/16,14:17,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
12/19/16,14:58,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,14,Mon
12/20/16,13:59,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Tue
12/19/16,7:43,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
12/14/16,13:40,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Wed
12/2/16,9:43,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Fri
12/1/16,3:44,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Thu
12/1/16,3:45,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Thu
4/6/16,10:04,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,10,Wed
3/21/16,14:35,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",14,Mon
8/24/16,9:11,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",9,Wed
9/7/16,9:34,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Wed
9/7/16,9:36,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Wed
6/22/16,13:11,$100.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,13,Wed
6/7/16,10:35,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,10,Tue
6/14/16,12:37,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Tue
4/29/16,10:47,$35.00,LOT 42 - 12TH W OF KIN,YELLOW ZONE,10,Fri
6/14/16,12:38,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Tue
7/27/16,14:18,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
8/25/16,10:00,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,10,Thu
12/9/16,13:26,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
10/20/16,13:47,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,13,Thu
11/14/16,14:36,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Mon
11/11/16,8:08,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Fri
9/28/16,4:01,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Wed
9/7/16,9:37,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,9,Wed
12/12/16,13:08,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Mon
12/12/16,7:40,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,7,Mon
12/2/16,11:11,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,11,Fri
12/2/16,13:39,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
12/2/16,13:41,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,13,Fri
12/2/16,13:37,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
8/24/16,8:19,$0.00,LOT 42 - 12TH W OF KIN,BOOT FEE,8,Wed
8/24/16,9:12,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Wed
8/22/16,16:30,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",16,Mon
6/24/16,16:09,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Fri
6/7/16,10:36,$0.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Tue
7/20/16,8:28,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Wed
7/8/16,14:47,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
7/8/16,14:52,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",14,Fri
7/1/16,11:45,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Fri
11/30/16,16:01,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Wed
11/28/16,8:03,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Mon
11/28/16,8:04,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Mon
6/22/16,13:13,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Wed
7/6/16,9:28,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",9,Wed
9/19/16,11:20,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Mon
10/24/16,13:56,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,13,Mon
11/30/16,3:42,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Wed
11/30/16,10:57,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,10,Wed
12/1/16,3:46,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Thu
12/29/15,14:50,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Tue
12/9/16,13:24,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
12/9/16,13:25,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
12/9/16,11:25,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Fri
12/9/16,3:41,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Fri
12/8/16,13:49,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",13,Thu
12/7/16,12:13,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Wed
12/2/16,11:10,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,11,Fri
12/2/16,13:42,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
12/2/16,13:45,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
12/2/16,13:46,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
12/1/16,3:47,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Thu
11/22/16,12:59,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,12,Tue
11/18/16,7:09,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
11/16/16,16:40,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Wed
11/11/16,13:13,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
12/5/16,15:06,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,15,Mon
11/18/16,3:53,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Fri
11/18/16,3:54,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Fri
11/7/16,15:11,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,15,Mon
10/28/16,11:39,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,11,Fri
10/28/16,7:50,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
10/28/16,7:52,$0.00,LOT 42 - 12TH W OF KIN,BOOT WARNING,7,Fri
10/19/16,8:37,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,8,Wed
8/11/16,7:42,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
12/5/16,3:53,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Mon
11/14/16,3:46,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,3,Mon
11/11/16,13:20,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",13,Fri
11/11/16,13:15,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
11/11/16,13:16,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
11/11/16,13:17,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
11/7/16,12:51,$35.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,12,Mon
11/8/16,7:52,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",7,Tue
11/7/16,3:50,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Mon
8/2/16,13:10,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",13,Tue
8/2/16,13:11,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Tue
7/27/16,14:28,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
8/2/16,13:08,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Tue
7/6/16,13:56,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,13,Wed
9/8/15,14:54,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Tue
7/8/16,16:20,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Fri
7/1/16,16:20,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Fri
8/3/16,11:14,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Wed
11/10/16,4:00,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Thu
10/25/16,16:00,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,16,Tue
10/25/16,12:53,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,12,Tue
10/31/16,7:43,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
10/27/16,3:58,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Thu
10/25/16,7:39,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Tue
10/24/16,16:08,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,16,Mon
10/24/16,10:31,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",10,Mon
7/6/16,13:55,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Wed
6/28/16,14:14,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Tue
6/28/16,14:17,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Tue
10/21/16,11:09,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,11,Fri
1/19/16,4:04,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,4,Tue
9/21/15,8:17,$100.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,8,Mon
9/21/15,8:20,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Mon
9/21/15,8:59,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Mon
10/17/16,15:06,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",15,Mon
8/1/16,10:31,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Mon
8/2/16,13:59,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,13,Tue
8/26/16,12:48,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Fri
8/1/16,10:26,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",10,Mon
7/6/16,13:57,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Wed
7/6/16,9:29,$35.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,9,Wed
6/14/16,12:39,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Tue
6/10/16,8:09,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Fri
6/28/16,14:19,$35.00,LOT 42 - 12TH W OF KIN,AREA NOT DESIGNATED,14,Tue
9/30/16,4:00,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Fri
9/26/16,10:27,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,10,Mon
9/22/16,7:37,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
10/12/16,8:33,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,8,Wed
9/9/16,11:05,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Fri
9/30/16,3:59,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,3,Fri
9/15/15,7:28,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Tue
9/14/15,8:44,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Mon
9/20/16,17:03,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,17,Tue
9/19/16,11:21,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,11,Mon
9/19/16,13:44,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Mon
9/17/15,9:55,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",9,Thu
4/29/16,10:47,$0.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Fri
9/20/16,17:01,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,17,Tue
9/20/16,17:03,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,17,Tue
9/14/15,7:44,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
6/22/16,13:13,$0.00,LOT 42 - 12TH W OF KIN,YELLOW ZONE,13,Wed
6/9/16,7:16,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
1/19/16,4:06,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,4,Tue
5/12/16,12:58,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Thu
6/28/16,11:08,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,11,Tue
8/26/16,12:51,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Fri
9/23/15,10:42,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Wed
10/4/16,10:12,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Tue
10/3/16,14:07,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Mon
10/30/15,7:25,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
10/3/16,7:39,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
9/30/16,7:51,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
9/30/16,10:35,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,10,Fri
9/16/15,14:54,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
3/23/16,14:27,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
9/18/15,8:36,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,8,Fri
10/10/16,4:38,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Mon
10/10/16,4:40,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Mon
9/17/15,9:55,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Thu
9/16/15,14:55,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
9/16/15,14:55,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",14,Wed
4/6/16,16:08,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,16,Wed
4/8/16,8:27,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Fri
9/18/15,8:31,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Fri
9/18/15,8:34,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,8,Fri
10/3/16,14:01,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Mon
10/3/16,14:03,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Mon
10/3/16,14:05,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",14,Mon
9/30/16,9:33,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,9,Fri
10/3/16,7:38,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
10/3/16,7:36,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
9/26/16,16:44,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Mon
9/26/16,16:46,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Mon
9/19/16,14:57,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Mon
6/30/16,10:41,$35.00,LOT 42 - 12TH W OF KIN,AREA NOT DESIGNATED,10,Thu
