ISSUE_DATE,ISSUE_TIME,FINE_AMOUNT,TICKET_LOCATION_STREET,VIOLATION DESCRIPTION,TIME,DOW
1/7/16,7:55,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
1/7/16,7:54,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
1/11/16,8:14,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Mon
3/15/16,8:36,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Tue
10/28/15,7:34,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Wed
3/18/16,4:19,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Fri
4/29/16,7:57,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",7,Fri
5/11/16,8:53,$0.00,LOT 16A - FAC/STAFF LOT,MISUSE OF PERMIT,8,Wed
4/29/16,16:47,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
4/21/16,9:27,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Thu
4/8/16,15:57,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Fri
4/8/16,16:08,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
4/8/16,16:00,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
3/18/16,4:19,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Fri
3/31/16,11:28,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,11,Thu
3/18/16,4:30,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Fri
3/11/16,14:08,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,14,Fri
3/11/16,14:07,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Fri
3/16/16,8:27,$0.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,8,Wed
4/27/16,4:30,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Wed
4/29/16,16:46,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
4/29/16,16:47,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
5/11/16,8:50,$0.00,LOT 16A - FAC/STAFF LOT,DISABLED SPACE PSTD,8,Wed
4/14/16,13:18,$0.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,13,Thu
2/21/17,7:51,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Tue
2/19/16,16:54,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
4/8/16,16:03,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
4/8/16,16:05,$50.00,LOT 16A - FAC/STAFF LOT,BOOT FEE,16,Fri
2/25/16,8:22,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",8,Thu
2/25/16,8:12,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Thu
3/15/16,8:37,$0.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,8,Tue
4/21/16,9:29,$0.00,LOT 16A - FAC/STAFF LOT,OVERLINE/TAKE THE SPACE OF,9,Thu
4/29/16,16:44,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
5/11/16,8:45,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
5/11/16,8:45,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
5/11/16,8:47,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",8,Wed
4/14/16,14:26,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Thu
5/18/16,14:15,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Wed
5/18/16,14:17,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Wed
5/18/16,14:20,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Wed
2/24/17,13:27,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Fri
2/24/17,16:04,$0.00,LOT 16A - FAC/STAFF LOT,BOOT WARNING,16,Fri
4/14/16,13:11,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,13,Thu
12/10/15,15:34,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Thu
2/9/16,8:55,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Tue
4/14/16,14:21,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Thu
4/12/16,8:56,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Tue
4/22/16,14:36,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Fri
2/19/16,16:42,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
2/19/16,16:44,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,16,Fri
12/8/15,8:26,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Tue
3/11/16,14:11,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Fri
2/8/16,14:38,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Mon
1/7/16,7:58,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
1/7/16,7:59,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
1/25/16,13:16,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,13,Mon
1/25/16,13:14,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,13,Mon
2/25/16,10:31,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Thu
5/11/16,8:44,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
5/13/16,11:13,$470.00,LOT 16A - FAC/STAFF LOT,DISABLED SPACE PSTD,11,Fri
2/21/17,16:20,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Tue
5/18/16,14:22,$50.00,LOT 16A - FAC/STAFF LOT,BOOT FEE,14,Wed
5/18/16,14:29,$470.00,LOT 16A - FAC/STAFF LOT,DISABLED SPACE PSTD,14,Wed
2/24/17,13:13,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Fri
2/24/17,13:16,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,13,Fri
2/24/17,13:18,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,13,Fri
2/24/17,13:22,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",13,Fri
2/24/17,16:01,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
2/24/17,16:04,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,16,Fri
9/3/15,12:15,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,12,Thu
9/3/15,12:25,$0.00,LOT 16A - FAC/STAFF LOT,MISUSE OF PERMIT,12,Thu
6/23/16,14:13,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Thu
7/1/16,14:36,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",14,Fri
2/22/17,13:12,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Wed
2/22/17,15:43,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Wed
2/23/17,7:46,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
2/21/17,16:15,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,16,Tue
2/24/17,7:43,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
2/24/17,7:43,$0.00,LOT 16A - FAC/STAFF LOT,OVERLINE/TAKE THE SPACE OF,7,Fri
2/24/17,7:46,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
2/24/17,11:38,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Fri
2/24/17,12:25,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,12,Fri
2/23/17,10:27,$0.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT - ADA,10,Thu
2/24/17,15:59,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Fri
2/5/16,7:47,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
10/26/15,12:20,$0.00,LOT 16A - FAC/STAFF LOT,WARNING FAILURE TO,12,Mon
2/27/17,8:05,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Mon
5/11/16,8:43,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
5/9/16,13:06,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,13,Mon
4/29/16,16:49,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
4/29/16,16:54,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,16,Fri
4/29/16,8:49,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Fri
4/27/16,4:28,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Wed
4/29/16,8:45,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Fri
4/26/16,10:24,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,10,Tue
4/29/16,16:56,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
4/22/16,14:28,$0.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Fri
4/29/16,16:50,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
2/21/17,7:50,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Tue
4/12/16,8:52,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Tue
4/12/16,8:54,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Tue
3/31/16,15:00,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,15,Thu
2/15/16,13:35,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",13,Mon
2/11/16,8:47,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",8,Thu
1/25/16,16:24,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",16,Mon
10/28/15,13:11,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,13,Wed
6/27/16,13:01,$0.00,LOT 16A - FAC/STAFF LOT,OVERLINE/TAKE THE SPACE OF,13,Mon
2/21/17,12:51,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,12,Tue
2/22/17,9:38,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,9,Wed
2/24/17,12:29,$0.00,LOT 16A - FAC/STAFF LOT,DISABLED SPACE PSTD,12,Fri
2/23/17,10:23,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Thu
2/29/16,7:42,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
2/15/16,13:33,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Mon
9/3/15,14:26,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Thu
2/5/16,16:19,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
3/7/16,11:44,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Mon
12/11/15,8:07,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Fri
12/11/15,8:02,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Fri
12/11/15,8:04,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Fri
9/4/15,14:52,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Fri
11/9/15,8:03,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Mon
9/4/15,14:54,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Fri
7/22/16,7:43,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
7/22/16,7:47,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,7,Fri
7/25/16,7:41,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
7/25/16,7:42,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
1/17/17,12:54,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,12,Tue
1/17/17,12:56,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",12,Tue
8/26/16,14:38,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Fri
9/26/16,13:01,$0.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,13,Mon
9/26/16,16:51,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Mon
9/26/16,16:52,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",16,Mon
9/27/16,9:25,$0.00,LOT 16A - FAC/STAFF LOT,OVERLINE/TAKE THE SPACE OF,9,Tue
9/27/16,14:20,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Tue
9/27/16,15:45,$0.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,15,Tue
11/9/15,8:05,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Mon
3/15/16,11:17,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,11,Tue
1/21/16,8:21,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Thu
2/25/16,13:24,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
2/25/16,13:26,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
2/25/16,13:29,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,13,Thu
12/4/15,10:13,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Fri
12/8/15,14:05,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,14,Tue
12/8/15,14:06,$0.00,LOT 16A - FAC/STAFF LOT,TOWING FEE,14,Tue
12/8/15,14:09,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,14,Tue
3/23/16,9:36,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,9,Wed
2/8/16,4:19,$35.00,LOT 16A - FAC/STAFF LOT,NO PARKING ZONE,4,Mon
1/21/16,8:18,$0.00,LOT 16A - FAC/STAFF LOT,NO PARKING ZONE,8,Thu
11/9/15,8:12,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",8,Mon
12/8/15,16:04,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Tue
2/8/16,4:21,$35.00,LOT 16A - FAC/STAFF LOT,NO PARKING ZONE,4,Mon
3/7/16,14:49,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Mon
2/18/16,7:52,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
2/11/16,11:13,$0.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,11,Thu
1/6/16,8:16,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",8,Wed
2/11/16,11:15,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Thu
3/16/16,11:23,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Wed
3/28/16,13:14,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,13,Mon
4/21/16,13:27,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
4/6/16,8:30,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
4/6/16,8:27,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,8,Wed
3/28/16,13:16,$100.00,LOT 16A - FAC/STAFF LOT,MISUSE OF PERMIT,13,Mon
3/28/16,13:18,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Mon
3/28/16,13:19,$0.00,LOT 16A - FAC/STAFF LOT,BOOT WARNING,13,Mon
2/11/16,11:18,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,11,Thu
2/11/16,11:21,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Thu
2/11/16,13:29,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,13,Thu
3/15/16,13:45,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Tue
12/18/15,10:21,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Fri
12/2/15,9:05,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",9,Wed
12/2/15,9:08,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,9,Wed
1/29/16,4:10,$35.00,LOT 16A - FAC/STAFF LOT,NO PARKING ZONE,4,Fri
2/11/16,8:48,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Thu
2/11/16,8:51,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Thu
2/5/16,11:31,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Fri
10/28/15,16:44,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Wed
12/4/15,10:08,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,10,Fri
12/17/15,8:56,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",8,Thu
2/5/16,16:24,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,16,Fri
2/11/16,8:52,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Thu
12/17/15,8:58,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Thu
7/21/16,17:03,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,17,Thu
7/25/16,7:38,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
7/25/16,7:40,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
12/1/15,14:13,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Tue
1/28/16,14:24,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Thu
2/5/16,16:26,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
1/7/16,13:22,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,13,Thu
12/8/15,15:52,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Tue
12/8/15,16:03,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,16,Tue
1/10/17,10:58,$0.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Tue
1/12/17,11:37,$0.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Thu
1/18/17,13:02,$0.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT - ADA,13,Wed
1/18/17,14:21,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,14,Wed
8/26/16,13:55,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Fri
8/31/16,8:14,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
9/22/16,8:58,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,8,Thu
4/21/16,13:29,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,13,Thu
12/11/15,9:07,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",9,Fri
12/2/15,7:38,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,7,Wed
12/2/15,7:39,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Wed
1/29/16,4:08,$35.00,LOT 16A - FAC/STAFF LOT,NO PARKING ZONE,4,Fri
1/29/16,4:09,$35.00,LOT 16A - FAC/STAFF LOT,NO PARKING ZONE,4,Fri
3/6/16,16:09,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,16,Sun
6/21/16,7:56,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Tue
6/28/16,10:33,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,10,Tue
7/5/16,11:13,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,11,Tue
7/20/16,8:17,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
7/21/16,17:06,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,17,Thu
8/22/16,16:21,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Mon
9/23/16,10:43,$0.00,LOT 16A - FAC/STAFF LOT,OVERLINE/TAKE THE SPACE OF,10,Fri
10/3/16,7:46,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
10/4/16,10:25,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Tue
3/6/16,16:10,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,16,Sun
3/15/16,15:45,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Tue
11/14/16,3:49,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,3,Mon
11/18/16,14:18,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Fri
12/5/16,3:57,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,3,Mon
12/29/16,8:42,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Thu
1/10/17,10:59,$0.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Tue
1/12/17,14:22,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",14,Thu
1/19/17,7:37,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
1/19/17,7:45,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
1/19/17,7:46,$0.00,LOT 16A - FAC/STAFF LOT,BOOT WARNING,7,Thu
1/12/17,14:27,$0.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Thu
1/12/17,14:29,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",14,Thu
1/12/17,11:34,$0.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Thu
1/12/17,7:45,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
1/12/17,9:09,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,9,Thu
1/11/17,14:00,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Wed
1/12/17,7:46,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
1/10/17,13:16,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,13,Tue
1/10/17,13:18,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Tue
1/10/17,13:25,$470.00,LOT 16A - FAC/STAFF LOT,DISABLED SPACE PSTD,13,Tue
1/10/17,15:44,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Tue
1/10/17,14:06,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Tue
9/22/16,10:25,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Thu
9/26/16,13:03,$0.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,13,Mon
9/27/16,14:33,$0.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Tue
