ISSUE_DATE,ISSUE_TIME,FINE_AMOUNT,TICKET_LOCATION_STREET,VIOLATION DESCRIPTION,TIME,DOW
12/1/15,11:31,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Tue
12/10/15,13:53,$40.00,15TH AVE,NO UO PERMIT,13,Thu
1/28/16,10:58,$20.00,15TH AVE,OVERTIME PAYSTATION,10,Thu
3/18/16,4:46,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Fri
5/5/16,15:12,$40.00,15TH AVE,NO UO PERMIT,15,Thu
4/6/16,14:48,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Wed
3/18/16,4:48,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Fri
3/18/16,4:50,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Fri
2/21/17,13:32,$40.00,15TH AVE,NO UO PERMIT,13,Tue
1/14/16,14:59,$35.00,15TH AVE,NO PERMIT FOR AREA,14,Thu
1/25/16,14:29,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Mon
12/8/15,11:23,$40.00,15TH AVE,NO UO PERMIT,11,Tue
2/23/17,16:18,$20.00,15TH AVE,OVERTIME PAYSTATION,16,Thu
2/23/17,16:20,$20.00,15TH AVE,OVERTIME PAYSTATION,16,Thu
2/23/17,16:23,$40.00,15TH AVE,NO UO PERMIT,16,Thu
2/23/17,9:25,$20.00,15TH AVE,OVERTIME PAYSTATION,9,Thu
2/23/17,9:31,$35.00,15TH AVE,NO PERMIT FOR AREA,9,Thu
5/5/16,15:14,$0.00,15TH AVE,DISABLED SPACE PSTD,15,Thu
5/6/16,14:22,$40.00,15TH AVE,NO UO PERMIT,14,Fri
5/6/16,14:28,$40.00,15TH AVE,NO UO PERMIT,14,Fri
5/6/16,14:26,$40.00,15TH AVE,NO UO PERMIT,14,Fri
5/6/16,14:51,$40.00,15TH AVE,NO UO PERMIT,14,Fri
4/27/16,4:41,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Wed
2/21/17,11:12,$470.00,15TH AVE,DISABLED SPACE PSTD,11,Tue
2/21/17,11:18,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Tue
1/14/16,14:54,$40.00,15TH AVE,NO UO PERMIT,14,Thu
1/25/16,14:30,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Mon
2/29/16,11:21,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Mon
3/28/16,11:40,$35.00,15TH AVE,NO PERMIT FOR AREA,11,Mon
3/16/16,11:00,$40.00,15TH AVE,NO UO PERMIT,11,Wed
3/16/16,10:58,$40.00,15TH AVE,NO UO PERMIT,10,Wed
2/29/16,11:23,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Mon
1/11/16,11:02,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Mon
2/24/17,8:17,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Fri
2/24/17,8:20,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Fri
2/23/17,9:23,$20.00,15TH AVE,OVERTIME PAYSTATION,9,Thu
2/23/17,9:25,$20.00,15TH AVE,OVERTIME PAYSTATION,9,Thu
2/29/16,11:27,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Mon
2/5/16,15:04,$40.00,15TH AVE,NO UO PERMIT,15,Fri
2/5/16,14:57,$35.00,15TH AVE,NO PERMIT FOR AREA,14,Fri
2/15/16,15:24,$0.00,15TH AVE,YELLOW ZONE,15,Mon
1/11/17,8:05,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Wed
1/9/17,14:20,$40.00,15TH AVE,NO UO PERMIT,14,Mon
3/16/16,11:08,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Wed
1/28/16,16:40,$40.00,15TH AVE,NO UO PERMIT,16,Thu
2/23/17,16:10,$20.00,15TH AVE,OVERTIME PAYSTATION,16,Thu
2/23/17,16:11,$20.00,15TH AVE,OVERTIME PAYSTATION,16,Thu
2/23/17,16:26,$40.00,15TH AVE,NO UO PERMIT,16,Thu
1/11/16,10:53,$35.00,15TH AVE,NO PERMIT FOR AREA,10,Mon
1/25/16,14:33,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Mon
3/18/16,4:56,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Fri
2/1/16,10:58,$20.00,15TH AVE,OVERTIME PAYSTATION,10,Mon
2/1/16,10:59,$20.00,15TH AVE,OVERTIME PAYSTATION,10,Mon
1/28/16,14:42,$20.00,15TH AVE,OVERTIME LOT METER,14,Thu
1/28/16,14:45,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Thu
1/28/16,16:34,$40.00,15TH AVE,NO UO PERMIT,16,Thu
1/28/16,16:35,$40.00,15TH AVE,NO UO PERMIT,16,Thu
5/16/16,11:05,$35.00,15TH AVE,NO PERMIT FOR AREA,11,Mon
5/16/16,11:01,$10.00,15TH AVE,"PERMIT ISSUED, NOT DISPLAYED",11,Mon
5/16/16,11:02,$35.00,15TH AVE,NO PERMIT FOR AREA,11,Mon
4/27/16,4:47,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Wed
5/6/16,15:31,$40.00,15TH AVE,NO UO PERMIT,15,Fri
1/28/16,16:41,$40.00,15TH AVE,NO UO PERMIT,16,Thu
4/27/16,4:49,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Wed
4/1/16,10:53,$40.00,15TH AVE,NO UO PERMIT,10,Fri
4/4/16,11:43,$10.00,15TH AVE,"PERMIT ISSUED, NOT DISPLAYED",11,Mon
2/29/16,8:47,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Mon
2/29/16,8:47,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Mon
2/8/16,4:35,$35.00,15TH AVE,NO PARKING ZONE,4,Mon
2/1/16,10:40,$35.00,15TH AVE,NO PERMIT FOR AREA,10,Mon
2/1/16,10:44,$20.00,15TH AVE,OVERTIME PAYSTATION,10,Mon
1/26/16,8:40,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Tue
1/26/16,8:44,$50.00,15TH AVE,BOOT FEE,8,Tue
2/1/16,10:57,$20.00,15TH AVE,OVERTIME PAYSTATION,10,Mon
2/1/16,10:46,$20.00,15TH AVE,OVERTIME PAYSTATION,10,Mon
7/21/16,9:09,$0.00,15TH AVE,IMPROPER PARKING,9,Thu
7/22/16,13:03,$20.00,15TH AVE,OVERTIME PAYSTATION,13,Fri
2/23/17,16:15,$35.00,15TH AVE,NO PERMIT FOR AREA,16,Thu
2/23/17,16:17,$20.00,15TH AVE,OVERTIME PAYSTATION,16,Thu
12/8/15,11:25,$40.00,15TH AVE,NO UO PERMIT,11,Tue
3/18/16,4:57,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Fri
3/18/16,4:59,$0.00,15TH AVE,"PERMIT ISSUED, NOT DISPLAYED",4,Fri
3/28/16,11:42,$35.00,15TH AVE,NO PERMIT FOR AREA,11,Mon
1/6/17,13:30,$35.00,15TH AVE,IMPROPER PARKING,13,Fri
1/17/17,10:56,$20.00,15TH AVE,OVERTIME PAYSTATION,10,Tue
5/2/16,13:11,$0.00,15TH AVE,BOOT FEE,13,Mon
2/29/16,8:46,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Mon
2/8/16,4:37,$35.00,15TH AVE,NO PARKING ZONE,4,Mon
2/8/16,4:40,$35.00,15TH AVE,NO PARKING ZONE,4,Mon
2/8/16,4:41,$35.00,15TH AVE,NO PARKING ZONE,4,Mon
6/3/16,11:17,$40.00,15TH AVE,NO UO PERMIT,11,Fri
8/15/16,14:13,$40.00,15TH AVE,NO UO PERMIT,14,Mon
9/23/16,14:49,$40.00,15TH AVE,NO UO PERMIT,14,Fri
10/6/16,17:31,$40.00,15TH AVE,NO UO PERMIT,17,Thu
4/4/16,11:46,$35.00,15TH AVE,NO PERMIT FOR AREA,11,Mon
11/11/16,14:11,$40.00,15TH AVE,NO UO PERMIT,14,Fri
12/5/16,4:35,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Mon
12/7/16,16:16,$20.00,15TH AVE,OVERTIME PAYSTATION,16,Wed
12/8/16,4:17,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Thu
12/9/16,4:17,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Fri
1/11/17,8:07,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Wed
1/11/17,14:46,$0.00,15TH AVE,"PERMIT ISSUED, NOT DISPLAYED",14,Wed
1/12/17,8:03,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Thu
1/11/17,14:37,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Wed
1/11/17,14:39,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Wed
1/11/17,14:40,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Wed
1/11/17,8:10,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Wed
9/28/16,11:03,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Wed
4/27/16,4:42,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Wed
4/27/16,4:45,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Wed
4/27/16,4:43,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Wed
3/16/16,11:11,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Wed
3/16/16,11:12,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Wed
3/16/16,11:14,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Wed
11/9/15,8:29,$40.00,15TH AVE,NO UO PERMIT,8,Mon
11/9/15,8:31,$40.00,15TH AVE,NO UO PERMIT,8,Mon
11/9/15,8:32,$40.00,15TH AVE,NO UO PERMIT,8,Mon
3/15/16,11:35,$40.00,15TH AVE,NO UO PERMIT,11,Tue
2/8/16,4:33,$35.00,15TH AVE,NO PARKING ZONE,4,Mon
2/8/16,4:35,$35.00,15TH AVE,NO PARKING ZONE,4,Mon
4/12/16,10:16,$40.00,15TH AVE,NO UO PERMIT,10,Tue
5/6/16,15:26,$40.00,15TH AVE,NO UO PERMIT,15,Fri
5/6/16,15:28,$40.00,15TH AVE,NO UO PERMIT,15,Fri
5/2/16,13:10,$100.00,15TH AVE,MISUSE OF PERMIT,13,Mon
2/29/16,8:48,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Mon
4/1/16,10:54,$40.00,15TH AVE,NO UO PERMIT,10,Fri
4/12/16,10:23,$20.00,15TH AVE,OVERTIME PAYSTATION,10,Tue
2/8/16,4:45,$35.00,15TH AVE,NO PARKING ZONE,4,Mon
2/11/16,14:38,$35.00,15TH AVE,NO PERMIT FOR AREA,14,Thu
2/11/16,14:34,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Thu
2/9/16,15:58,$40.00,15TH AVE,NO UO PERMIT,15,Tue
2/8/16,4:42,$35.00,15TH AVE,NO PARKING ZONE,4,Mon
5/16/16,11:06,$35.00,15TH AVE,NO PERMIT FOR AREA,11,Mon
8/1/16,14:22,$40.00,15TH AVE,NO UO PERMIT,14,Mon
8/3/16,10:55,$40.00,15TH AVE,NO UO PERMIT,10,Wed
10/24/16,7:08,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Mon
10/25/16,14:19,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Tue
1/31/17,11:16,$35.00,15TH AVE,NO PERMIT FOR AREA,11,Tue
11/22/16,14:24,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Tue
12/9/16,14:45,$40.00,15TH AVE,NO UO PERMIT,14,Fri
1/9/17,14:36,$40.00,15TH AVE,NO UO PERMIT,14,Mon
1/11/17,14:45,$40.00,15TH AVE,NO UO PERMIT,14,Wed
1/17/17,10:59,$20.00,15TH AVE,OVERTIME PAYSTATION,10,Tue
1/13/17,8:27,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Fri
1/11/17,14:41,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Wed
1/11/17,14:43,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Wed
1/11/17,8:14,$50.00,15TH AVE,BOOT FEE,8,Wed
10/27/16,4:27,$50.00,15TH AVE,BOOT FEE,4,Thu
1/13/17,11:09,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Fri
12/9/16,4:19,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Fri
12/9/16,4:20,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Fri
12/2/16,11:14,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Fri
12/9/16,4:23,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Fri
12/2/16,11:12,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Fri
12/2/16,4:11,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Fri
12/5/16,4:36,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Mon
11/22/16,14:30,$35.00,15TH AVE,NO PERMIT FOR AREA,14,Tue
11/22/16,14:32,$40.00,15TH AVE,NO UO PERMIT,14,Tue
11/18/16,7:31,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Fri
11/18/16,7:29,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Fri
11/18/16,7:30,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Fri
11/14/16,15:03,$20.00,15TH AVE,OVERTIME PAYSTATION,15,Mon
11/14/16,15:05,$20.00,15TH AVE,OVERTIME PAYSTATION,15,Mon
11/11/16,14:12,$40.00,15TH AVE,NO UO PERMIT,14,Fri
11/11/16,14:13,$40.00,15TH AVE,NO UO PERMIT,14,Fri
11/9/16,15:15,$40.00,15TH AVE,NO UO PERMIT,15,Wed
9/23/16,14:50,$40.00,15TH AVE,NO UO PERMIT,14,Fri
1/11/17,8:03,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Wed
1/9/17,15:59,$40.00,15TH AVE,NO UO PERMIT,15,Mon
1/9/17,16:02,$35.00,15TH AVE,NO PERMIT FOR AREA,16,Mon
1/9/17,16:04,$40.00,15TH AVE,NO UO PERMIT,16,Mon
1/9/17,16:06,$40.00,15TH AVE,NO UO PERMIT,16,Mon
1/9/17,10:15,$40.00,15TH AVE,NO UO PERMIT,10,Mon
1/9/17,10:08,$40.00,15TH AVE,NO UO PERMIT,10,Mon
1/9/17,14:32,$35.00,15TH AVE,NO PERMIT FOR AREA,14,Mon
1/9/17,10:13,$35.00,15TH AVE,NO PERMIT FOR AREA,10,Mon
1/9/17,10:13,$40.00,15TH AVE,NO UO PERMIT,10,Mon
1/9/17,10:13,$35.00,15TH AVE,NO PERMIT FOR AREA,10,Mon
1/9/17,14:16,$35.00,15TH AVE,NO PERMIT FOR AREA,14,Mon
11/9/16,15:18,$40.00,15TH AVE,NO UO PERMIT,15,Wed
11/2/16,14:10,$40.00,15TH AVE,NO UO PERMIT,14,Wed
10/25/16,11:32,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Tue
10/24/16,7:10,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Mon
10/24/16,7:11,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Mon
10/25/16,14:22,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Tue
10/6/16,17:33,$40.00,15TH AVE,NO UO PERMIT,17,Thu
7/26/16,11:01,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Tue
8/1/16,14:26,$40.00,15TH AVE,NO UO PERMIT,14,Mon
7/21/16,17:19,$40.00,15TH AVE,NO UO PERMIT,17,Thu
7/21/16,17:20,$40.00,15TH AVE,NO UO PERMIT,17,Thu
1/11/17,7:55,$40.00,15TH AVE,NO UO PERMIT,7,Wed
1/11/17,7:56,$35.00,15TH AVE,NO PERMIT FOR AREA,7,Wed
1/11/17,7:58,$40.00,15TH AVE,NO UO PERMIT,7,Wed
5/27/16,15:43,$40.00,15TH AVE,NO UO PERMIT,15,Fri
1/13/17,8:26,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Fri
1/13/17,8:31,$40.00,15TH AVE,NO UO PERMIT,8,Fri
1/13/17,8:34,$40.00,15TH AVE,NO UO PERMIT,8,Fri
1/13/17,11:12,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Fri
1/12/17,14:44,$40.00,15TH AVE,NO UO PERMIT,14,Thu
1/3/17,14:57,$0.00,15TH AVE,"PERMIT ISSUED, NOT DISPLAYED",14,Tue
1/3/17,14:52,$0.00,15TH AVE,"PERMIT ISSUED, NOT DISPLAYED",14,Tue
12/9/16,14:46,$35.00,15TH AVE,NO PERMIT FOR AREA,14,Fri
12/9/16,14:47,$40.00,15TH AVE,NO UO PERMIT,14,Fri
12/9/16,15:07,$45.00,15TH AVE,PARKING ON LAWN/SIDEWALK OR,15,Fri
12/5/16,4:40,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Mon
12/2/16,9:32,$20.00,15TH AVE,OVERTIME PAYSTATION,9,Fri
11/22/16,14:29,$35.00,15TH AVE,NO PERMIT FOR AREA,14,Tue
11/22/16,8:05,$40.00,15TH AVE,NO UO PERMIT,8,Tue
1/9/17,14:37,$40.00,15TH AVE,NO UO PERMIT,14,Mon
1/9/17,15:58,$40.00,15TH AVE,NO UO PERMIT,15,Mon
1/9/17,14:28,$40.00,15TH AVE,NO UO PERMIT,14,Mon
1/9/17,10:15,$40.00,15TH AVE,NO UO PERMIT,10,Mon
1/9/17,10:16,$40.00,15TH AVE,NO UO PERMIT,10,Mon
1/9/17,10:09,$40.00,15TH AVE,NO UO PERMIT,10,Mon
1/9/17,10:10,$40.00,15TH AVE,NO UO PERMIT,10,Mon
1/9/17,10:10,$35.00,15TH AVE,NO PERMIT FOR AREA,10,Mon
1/9/17,10:12,$40.00,15TH AVE,NO UO PERMIT,10,Mon
8/16/16,8:27,$40.00,15TH AVE,NO UO PERMIT,8,Tue
11/2/16,14:04,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Wed
11/2/16,14:08,$35.00,15TH AVE,NO PERMIT FOR AREA,14,Wed
1/12/16,10:40,$20.00,15TH AVE,OVERTIME PAYSTATION,10,Tue
11/20/15,9:59,$40.00,15TH AVE,NO UO PERMIT,9,Fri
11/9/15,11:19,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Mon
10/27/16,4:30,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Thu
11/9/15,11:21,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Mon
11/9/15,11:24,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Mon
1/15/16,16:25,$40.00,15TH AVE,NO UO PERMIT,16,Fri
4/1/16,14:42,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Fri
12/9/16,7:07,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Fri
12/9/16,7:08,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Fri
12/9/16,7:12,$35.00,15TH AVE,NO PERMIT FOR AREA,7,Fri
12/9/16,7:05,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Fri
12/9/16,7:06,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Fri
10/24/16,7:09,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Mon
10/17/16,11:19,$40.00,15TH AVE,NO UO PERMIT,11,Mon
10/17/16,11:26,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Mon
10/31/16,14:17,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Mon
11/22/16,14:27,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Tue
11/22/16,14:26,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Tue
12/7/16,16:07,$35.00,15TH AVE,NO PERMIT FOR AREA,16,Wed
10/17/16,11:28,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Mon
10/24/16,7:12,$20.00,15TH AVE,OVERTIME PAYSTATION,7,Mon
11/7/16,16:24,$20.00,15TH AVE,OVERTIME PAYSTATION,16,Mon
11/14/16,15:06,$20.00,15TH AVE,OVERTIME PAYSTATION,15,Mon
11/22/16,8:09,$40.00,15TH AVE,NO UO PERMIT,8,Tue
11/22/16,14:33,$40.00,15TH AVE,NO UO PERMIT,14,Tue
12/2/16,11:17,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Fri
12/9/16,14:38,$40.00,15TH AVE,NO UO PERMIT,14,Fri
12/9/16,14:39,$40.00,15TH AVE,NO UO PERMIT,14,Fri
9/23/16,14:51,$40.00,15TH AVE,NO UO PERMIT,14,Fri
9/23/16,10:55,$40.00,15TH AVE,NO UO PERMIT,10,Fri
12/9/16,14:41,$40.00,15TH AVE,NO UO PERMIT,14,Fri
12/9/16,14:42,$40.00,15TH AVE,NO UO PERMIT,14,Fri
9/23/16,14:52,$40.00,15TH AVE,NO UO PERMIT,14,Fri
9/23/16,14:54,$40.00,15TH AVE,NO UO PERMIT,14,Fri
9/23/16,14:55,$40.00,15TH AVE,NO UO PERMIT,14,Fri
8/1/16,14:24,$40.00,15TH AVE,NO UO PERMIT,14,Mon
7/21/16,17:22,$40.00,15TH AVE,NO UO PERMIT,17,Thu
7/21/16,17:23,$40.00,15TH AVE,NO UO PERMIT,17,Thu
6/30/16,12:23,$0.00,15TH AVE,YELLOW ZONE,12,Thu
5/13/16,11:17,$35.00,15TH AVE,NO PERMIT FOR AREA,11,Fri
5/13/16,11:23,$40.00,15TH AVE,NO UO PERMIT,11,Fri
5/20/16,16:24,$40.00,15TH AVE,NO UO PERMIT,16,Fri
5/20/16,16:26,$40.00,15TH AVE,NO UO PERMIT,16,Fri
4/1/16,14:29,$40.00,15TH AVE,NO UO PERMIT,14,Fri
4/1/16,14:39,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Fri
4/1/16,14:40,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Fri
4/1/16,14:32,$40.00,15TH AVE,NO UO PERMIT,14,Fri
2/6/17,11:17,$10.00,15TH AVE,"PERMIT ISSUED, NOT DISPLAYED",11,Mon
12/1/16,4:09,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Thu
11/30/16,3:57,$35.00,15TH AVE,NO OVERNIGHT PARKING,3,Wed
11/30/16,3:59,$35.00,15TH AVE,NO OVERNIGHT PARKING,3,Wed
11/29/16,14:35,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Tue
11/28/16,8:40,$20.00,15TH AVE,OVERTIME PAYSTATION,8,Mon
11/28/16,4:22,$35.00,15TH AVE,NO OVERNIGHT PARKING,4,Mon
6/3/16,11:18,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Fri
6/3/16,11:19,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Fri
6/3/16,11:21,$20.00,15TH AVE,OVERTIME PAYSTATION,11,Fri
5/20/16,16:27,$40.00,15TH AVE,NO UO PERMIT,16,Fri
7/21/16,17:24,$40.00,15TH AVE,NO UO PERMIT,17,Thu
9/23/16,10:56,$40.00,15TH AVE,NO UO PERMIT,10,Fri
9/23/16,14:56,$40.00,15TH AVE,NO UO PERMIT,14,Fri
10/31/16,14:18,$20.00,15TH AVE,OVERTIME PAYSTATION,14,Mon
11/11/16,14:13,$40.00,15TH AVE,NO UO PERMIT,14,Fri
